title_year,movie_title,content_rating,genres,plot_keywords,duration,language,country,color,aspect_ratio,budget,gross,director_name,director_facebook_likes,movie_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,num_imdb_voted_users,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_imdb_link
2001,Final Fantasy: The Spirits Within ,PG-13,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,general|military|scientist|soldier|year 2065,106,English,USA,Color,1.85,137000000,32131830,Hironobu Sakaguchi,6,0,Steve Buscemi,12000,Ming-Na Wen,2000,Jean Simmons,422,15015,1,72259,166,788,6.4,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1
2006,Night at the Museum ,PG,Action|Adventure|Comedy|Family|Fantasy,chaos|museum|museum of natural history|night watchman|watchman,108,English,USA,Color,1.85,110000000,250863268,Shawn Levy,189,3000,Robin Williams,49000,Rami Malek,3000,Steve Coogan,1000,55486,2,234480,179,444,6.4,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1
2006,Click ,PG-13,Comedy|Drama|Fantasy|Romance,architect|frozen time|obese man|remote control|stopped time,107,English,USA,Color,1.85,70000000,137340146,Frank Coraci,153,7000,Adam Sandler,11000,Cameron Monaghan,1000,Julie Kavner,233,12700,1,246492,173,685,6.4,http://www.imdb.com/title/tt0389860/?ref_=fn_tt_tt_1
2006,Charlotte's Web ,G,Comedy|Family|Fantasy,barn|pig|piglet|spider|uncle,97,English,USA,Color,1.85,,82506325,Gary Winick,56,0,Steve Buscemi,12000,Julia Roberts,8000,Oprah Winfrey,852,23907,0,27838,120,102,6.4,http://www.imdb.com/title/tt0413895/?ref_=fn_tt_tt_1
2011,Just Go with It ,PG-13,Comedy|Romance,chick flick|hawaii|love|plastic surgeon|woman wearing a string bikini,117,English,USA,Color,1.85,80000000,103028109,Dennis Dugan,221,19000,Adam Sandler,11000,Bailee Madison,3000,Kevin Nealon,503,16325,1,172878,204,203,6.4,http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1
2015,Minions ,PG,Action|Animation|Comedy|Family|Sci-Fi,antarctica|minion|queen|super villain|villain,91,English,USA,Color,1.85,74000000,336029560,Kyle Balda,22,70000,Steve Carell,7000,Jon Hamm,4000,Steve Coogan,1000,13616,0,142403,308,275,6.4,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1
2009,Funny People ,R,Comedy|Drama,breasts|comedian|craigslist|infidelity|stand up comedian,153,English,USA,Color,1.85,75000000,51814190,Judd Apatow,0,0,Adam Sandler,11000,RZA,561,Maude Apatow,130,11852,1,100837,230,301,6.4,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1
2003,Mona Lisa Smile ,PG-13,Drama,art|college|school|student|wellesley college,117,English,USA,Color,1.85,65000000,63695760,Mike Newell,179,0,Julia Roberts,8000,Kirsten Dunst,4000,Marian Seldes,403,12850,1,61490,141,264,6.4,http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1
1984,Red Dawn ,PG-13,Action|Drama|War,guerrilla|high school|invasion|soviet|wolverine,114,English,USA,Color,1.85,16900000,,John Milius,468,0,Lea Thompson,1000,Jennifer Grey,1000,William Smith,919,3860,0,41776,97,383,6.4,http://www.imdb.com/title/tt0087985/?ref_=fn_tt_tt_1
1992,Death Becomes Her ,PG-13,Comedy|Fantasy|Horror,plastic surgeon|rejuvenation|revenge|rival|rivalry,104,English,USA,Color,1.85,55000000,58422650,Robert Zemeckis,0,8000,Bruce Willis,13000,Meryl Streep,11000,Isabella Rossellini,812,25599,3,78974,49,173,6.4,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1
2014,Muppets Most Wanted ,PG,Adventure|Comedy|Crime|Family|Musical,europe|frog|gulag|prison break|puppet,119,English,USA,Color,1.85,50000000,51178893,James Bobin,33,10000,Ty Burrell,3000,Tina Fey,2000,Hugh Bonneville,518,6089,4,24285,277,110,6.4,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1
2005,Elizabethtown ,PG-13,Comedy|Drama|Romance,flight|flight attendant|kentucky|shoes|travel,123,English,USA,Color,1.85,57000000,26838389,Cameron Crowe,488,0,Orlando Bloom,5000,Kirsten Dunst,4000,Judy Greer,2000,12700,0,58658,190,495,6.4,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1
2003,How to Lose a Guy in 10 Days ,PG-13,Comedy|Romance,advertising executive|diamond|magazine|party|wager,116,English,USA,Color,1.85,50000000,105807520,Donald Petrie,80,0,Matthew McConaughey,11000,Adam Goldberg,1000,Thomas Lennon,651,14087,2,156717,140,357,6.4,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1
2001,Kate & Leopold ,PG-13,Comedy|Fantasy|Romance,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,123,English,USA,Color,1.85,48000000,47095453,James Mangold,446,0,Hugh Jackman,20000,Natasha Lyonne,1000,Bradley Whitford,821,22209,1,64595,125,316,6.4,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1
2001,Riding in Cars with Boys ,PG-13,Biography|Comedy|Drama,boy|college|heroin|working class|writer,132,English,USA,Color,1.85,48000000,29781453,Penny Marshall,545,0,Rosie Perez,919,Adam Garcia,811,Alissa Dean,807,4796,1,22447,89,210,6.4,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1
2010,Get Him to the Greek ,R,Comedy|Music,concert|drugs|recession|record company|rock star,114,English,USA,Color,1.85,,60923325,Nicholas Stoller,89,12000,Pink,836,Mario Lopez,719,Lino Facioli,177,2091,2,147317,222,197,6.4,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1
2006,Marie Antoinette ,PG-13,Biography|Drama|History|Romance,austria|cake|france|queen|versailles,123,English,USA,Color,1.85,40000000,15962471,Sofia Coppola,0,0,Kirsten Dunst,4000,Shirley Henderson,887,Rip Torn,826,7243,1,79892,260,619,6.4,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1
2013,Grudge Match ,PG-13,Comedy|Sport,broke|promoter|retirement|trainer|training,113,English,USA,Color,1.85,40000000,29802761,Peter Segal,88,12000,Robert De Niro,22000,Sylvester Stallone,13000,Oscar Gale,785,36009,1,46480,211,115,6.4,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1
2010,Hot Tub Time Machine ,R,Comedy|Sci-Fi,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,101,English,USA,Color,1.85,36000000,50213619,Steve Pink,38,12000,Charlie McDermott,496,Collette Wolfe,390,Crystal Lowe,318,1272,8,139184,265,243,6.4,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1
2014,Dolphin Tale 2 ,PG,Drama|Family,dolphin|latex gloves|medical scrubs|purple gloves|turtle,107,English,USA,Color,1.85,36000000,42019483,Charles Martin Smith,188,0,Morgan Freeman,11000,Taylor Blackwell,641,Harry Connick Jr.,631,13904,0,6069,54,33,6.4,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1
1998,The Man in the Iron Mask ,PG-13,Action|Adventure,france|musketeer|three musketeers|twin|twin brother,132,English,USA,Color,1.85,35000000,56876365,Randall Wallace,130,0,Leonardo DiCaprio,29000,Anne Parillaud,130,Judith Godrèche,80,29265,1,125219,83,244,6.4,http://www.imdb.com/title/tt0120744/?ref_=fn_tt_tt_1
1999,Big Daddy ,PG-13,Comedy|Drama,homosexual|law|law school|responsibility|vomiting,93,English,USA,Color,1.85,34200000,163479795,Dennis Dugan,221,0,Steve Buscemi,12000,Adam Sandler,11000,Joey Lauren Adams,781,26760,0,161858,112,289,6.4,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1
2001,American Pie 2 ,R,Comedy,beach|beach house|college|party|student,108,English,USA,Color,1.85,30000000,145096820,J.B. Rogers,6,0,Alyson Hannigan,3000,Shannon Elizabeth,1000,Natasha Lyonne,1000,7872,0,200260,142,431,6.4,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1
1994,Naked Gun 33 1/3: The Final Insult ,PG-13,Comedy|Crime,retirement|spoof|terrorist|transsexual|undercover,83,English,USA,Color,1.85,30000000,51109400,Peter Segal,88,1000,George Kennedy,3000,Fred Ward,459,Priscilla Presley,348,4767,5,76850,43,85,6.4,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1
2011,Fright Night ,R,Comedy|Horror,neighbor|remake|suburb|teenager|vampire,106,English,USA,Color,1.85,30000000,18298649,Craig Gillespie,44,23000,Grace Phipps,596,Reid Ewing,343,Sandra Vergara,133,1393,1,85024,358,242,6.4,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1
2000,Keeping the Faith ,PG-13,Comedy|Drama|Romance,celibacy|jewish|priest|rabbi|synagogue,128,English,USA,Color,1.85,30000000,37036404,Edward Norton,0,0,Lisa Edelstein,955,Milos Forman,869,Anne Bancroft,754,5404,3,44816,148,259,6.4,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1
1999,Flawless ,R,Comedy|Crime|Drama,gay interest|gay lead character|gay republican|homosexual|neighbor,112,English,USA,Color,1.85,15000000,4485485,Joel Schumacher,541,0,Robert De Niro,22000,Philip Seymour Hoffman,22000,Chris Bauer,638,46022,1,14612,78,105,6.4,http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1
2006,She's the Man ,PG-13,Comedy|Romance,disguise|roommate|school|soccer|twin,105,English,USA,Color,1.85,20000000,33687630,Andy Fickman,99,0,Channing Tatum,17000,Alexandra Breckenridge,1000,Laura Ramsey,960,20109,0,116762,91,261,6.4,http://www.imdb.com/title/tt0454945/?ref_=fn_tt_tt_1
1994,The Santa Clause ,PG,Comedy|Drama|Family|Fantasy,1990s|christmas|christmas eve|sleigh|surrealism,97,English,USA,Color,1.85,22000000,144833357,John Pasquin,11,0,Judge Reinhold,901,Eric Lloyd,775,Peter Boyle,595,2790,0,64742,64,111,6.4,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1
2005,Pooh's Heffalump Movie ,G,Animation|Family|Fantasy|Mystery,creature|forest|mother son relationship|rabbit|winnie the pooh,68,English,USA,Color,1.85,20000000,18081626,Frank Nissen,0,264,Kath Soucie,304,Brenda Blethyn,286,John Fiedler,253,861,0,4180,45,32,6.4,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1
2009,The Invention of Lying ,PG-13,Comedy|Fantasy|Romance,genetics|heaven|lie|screenwriter|truth,100,English,USA,Color,1.85,18500000,18439082,Ricky Gervais,0,13000,Jennifer Garner,3000,Tina Fey,2000,Martin Starr,985,7252,3,94292,192,287,6.4,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1
1999,Varsity Blues ,R,Comedy|Drama|Romance|Sport,coach|coyote|popularity|quarterback|texas,106,English,USA,Color,1.85,16000000,52885587,Brian Robbins,48,0,Paul Walker,23000,Ron Lester,255,Mark Walters,35,23369,0,35312,67,267,6.4,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1
2001,Baby Boy ,R,Crime|Drama|Romance|Thriller,cartoon on tv|family relationships|physical abuse|single parent|two word title,130,English,USA, Black and White,1.85,16000000,28734552,John Singleton,309,1000,Mo'Nique,939,Snoop Dogg,881,Angell Conwell,522,3107,2,9566,41,81,6.4,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1
1998,The Faculty ,R,Horror|Mystery|Sci-Fi,alien|high school|ohio|photographer|water,104,English,USA,Color,1.85,15000000,40064955,Robert Rodriguez,0,0,Jordana Brewster,4000,Salma Hayek,4000,Clea DuVall,1000,12170,1,92074,154,502,6.4,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1
2005,Because of Winn-Dixie ,PG,Comedy|Drama|Family,10 year old|dog|florida|girl|supermarket,106,English,USA,Color,1.85,14000000,32645546,Wayne Wang,61,1000,Cicely Tyson,907,Luke Benward,807,Eva Marie Saint,649,3462,5,8427,96,88,6.4,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1
1989,New York Stories ,PG,Comedy|Drama|Romance,12 year old|artist|hotel|three word title|written and directed by cast member,124,English,USA,Color,1.85,15000000,10763469,Woody Allen,11000,877,Woody Allen,11000,Larry David,860,Mia Farrow,563,12685,0,13692,42,55,6.4,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1
2009,Solitary Man ,R,Comedy|Drama|Romance,aging|hdtv|high definition television|love|marriage,90,English,USA,Color,1.85,15000000,4360548,Brian Koppelman,34,0,Jenna Fischer,966,David Costabile,681,Richard Schiff,506,2661,7,13371,116,60,6.4,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1
1978,F.I.S.T. ,PG,Drama,1930s|driving through a gate|funeral|senator|trade union,145,English,USA,Color,1.85,11000000,,Norman Jewison,278,745,Sylvester Stallone,13000,Peter Boyle,595,Rod Steiger,279,14735,2,5561,20,35,6.4,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1
1992,The Mighty Ducks ,PG,Comedy|Drama|Family|Sport,coach|hockey team|lawyer|respect|team,100,English,USA,Color,1.85,10000000,50752337,Stephen Herek,65,0,Lane Smith,633,Shaun Weiss,613,Elden Henson,577,3362,8,44502,22,46,6.4,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1
2008,Hamlet 2 ,R,Comedy|Music,gang banger|sequel|shakespeare's hamlet|student|time machine,92,English,USA,Color,1.85,9000000,4881867,Andrew Fleming,26,1000,Steve Coogan,1000,Amy Poehler,1000,David Arquette,611,3767,1,15200,129,76,6.4,http://www.imdb.com/title/tt1104733/?ref_=fn_tt_tt_1
1994,New Nightmare ,R,Fantasy|Horror|Mystery|Thriller,earthquake|elm street|freddy krueger|nightmare|sleep,107,English,USA,Color,1.85,8000000,18090181,Wes Craven,0,0,Miko Hughes,969,Heather Langenkamp,449,Tracy Middendorf,112,1775,0,38191,109,271,6.4,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1
2009,The City of Your Final Destination ,PG-13,Drama|Romance,child|student|university|widow|writer,117,English,USA,Color,1.85,8300000,,James Ivory,133,638,Alexandra Maria Lara,471,Omar Metwally,277,Diego Velazquez,86,858,1,2311,55,25,6.4,http://www.imdb.com/title/tt0896923/?ref_=fn_tt_tt_1
1999,Outside Providence ,R,Comedy|Drama|Romance,class|cornwall connecticut|dog|friend|pawtucket rhode island,96,English,USA,Color,1.85,7000000,7292175,Michael Corrente,30,0,Jonathan Brandis,761,George Wendt,412,Shawn Hatosy,407,2018,3,7736,72,100,6.4,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1
2006,Factory Girl ,R,Biography|Drama,andy warhol|female nudity|public nudity|singer|socialite,99,English,USA,Color,1.85,7000000,1654367,George Hickenlooper,60,3000,Hayden Christensen,4000,Jimmy Fallon,787,Beth Grant,628,6526,0,18355,117,106,6.4,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1
2001,The Business of Strangers ,R,Drama|Thriller,airport|businesswoman|hotel|revenge|vegetarian,84,English,USA,Color,1.85,,1028337,Patrick Stettner,5,29,Stockard Channing,944,Tony Devon,257,Frederick Weller,152,1407,2,3413,61,78,6.4,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1
2011,Our Idiot Brother ,R,Comedy|Drama,art model|farmer|jail|nude model|three sisters,90,English,USA,Color,1.85,5000000,24809547,Jesse Peretz,37,11000,Zooey Deschanel,11000,Adam Scott,3000,Steve Coogan,1000,15710,1,74875,179,115,6.4,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1
1981,Nighthawks ,R,Action|Crime|Thriller,bomb|new york city|partner|shooting|terrorist,99,English,USA,Color,1.85,5000000,,Bruce Malmuth,6,0,Sylvester Stallone,13000,Lindsay Wagner,970,Persis Khambatta,142,14306,2,12519,36,107,6.4,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1
2001,Made ,R,Comedy|Crime|Drama|Thriller,friendship|loudmouth|money laundering|new york city|stripper,95,English,USA,Color,1.85,5000000,5308707,Jon Favreau,4000,393,Jon Favreau,4000,Faizon Love,585,Jonathan Silverman,334,5245,2,15053,81,165,6.4,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1
2005,Winter Passing ,R,Comedy|Drama,love|michigan|musician|novelist|student,98,English,USA,Color,1.85,3500000,101228,Adam Rapp,9,414,Zooey Deschanel,11000,Will Ferrell,8000,Dallas Roberts,405,20009,4,7228,50,53,6.4,http://www.imdb.com/title/tt0380817/?ref_=fn_tt_tt_1
2009,The House of the Devil ,R,Horror,cult film|eclipse|haunted house|lunar eclipse|secret,95,English,USA,Color,1.85,900000,100659,Ti West,243,0,Lena Dunham,969,Greta Gerwig,962,Dee Wallace,725,3833,0,30160,238,193,6.4,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1
2011,Some Guy Who Kills People ,R,Comedy|Crime|Drama|Horror|Mystery|Thriller,,97,English,USA,Color,1.85,300000,,Jack Perez,19,0,Kevin Corrigan,778,Barry Bostwick,456,Ahmed Best,313,2515,2,4550,131,58,6.4,http://www.imdb.com/title/tt1568341/?ref_=fn_tt_tt_1
2013,Oz the Great and Powerful ,PG,Adventure|Family|Fantasy,circus|magic|magician|oz|witch,130,English,USA,Color,2.35,215000000,234903076,Sam Raimi,0,60000,Tim Holmes,44000,Mila Kunis,15000,James Franco,11000,73441,4,175409,525,511,6.4,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1
2010,Shrek Forever After ,PG,Adventure|Animation|Comedy|Family|Fantasy,alternate world|fairy tale parody|female warrior|ogre|true love,93,English,USA,Color,2.35,165000000,238371987,Mike Mitchell,31,0,Jon Hamm,4000,Kathy Griffin,225,Mary Kay Place,213,4628,2,138661,226,173,6.4,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1
2003,Terminator 3: Rise of the Machines ,R,Action|Sci-Fi,drifter|exploding truck|future|machine|skynet,109,English,USA,Color,2.35,200000000,150350192,Jonathan Mostow,84,0,Nick Stahl,648,M.C. Gainey,284,Carolyn Hennesy,191,1769,0,305340,280,1676,6.4,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1
2008,Hancock ,PG-13,Action|Drama,bully comeuppance|destruction|prison|superhero|tough girl,102,English,USA,Color,2.35,150000000,227946274,Peter Berg,532,0,Will Smith,10000,Charlize Theron,9000,Eddie Marsan,979,21584,0,343648,318,590,6.4,http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1
2013,White House Down ,PG-13,Action|Drama|Thriller,black u.s. president|president|secret service|tour|white house,131,English,USA,Color,2.35,150000000,73103784,Roland Emmerich,776,33000,Channing Tatum,17000,Jake Weber,551,Matt Craven,256,18204,2,164238,339,434,6.4,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1
2010,Salt ,PG-13,Action|Crime|Mystery|Thriller,cia|on the run|russian|russian spy|strong female lead,101,English,USA,Color,2.35,110000000,118311368,Phillip Noyce,176,23000,Angelina Jolie Pitt,11000,Andre Braugher,702,August Diehl,282,12406,1,245621,330,514,6.4,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1
2014,Rio 2 ,G,Adventure|Animation|Comedy|Family|Musical,amazon|bird|father in law|jungle|no opening credits,101,English,USA,Color,2.35,103000000,131536019,Carlos Saldanha,107,0,Miguel Ferrer,688,Rachel Crow,237,Jeffrey Garcia,56,1031,0,58498,159,99,6.4,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1
2004,The Day After Tomorrow ,PG-13,Action|Adventure|Sci-Fi|Thriller,climate|end of the world|global warming|natural disaster|weather,124,English,USA,Color,2.35,125000000,186739919,Roland Emmerich,776,19000,Jake Gyllenhaal,15000,Dennis Quaid,2000,Sela Ward,812,20553,0,333248,239,1159,6.4,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1
2000,The Perfect Storm ,PG-13,Action|Adventure|Drama|Thriller,death|fish|fishing|sea|storm,130,English,USA,Color,2.35,140000000,182618434,Wolfgang Petersen,249,0,Karen Allen,784,Mary Elizabeth Mastrantonio,638,Bob Gunton,461,2684,0,133076,231,779,6.4,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1
2004,Ocean's Twelve ,PG-13,Crime|Thriller,father daughter relationship|heist|pretending to be pregnant|sequel|thief,125,English,USA,Color,2.35,110000000,125531634,Steven Soderbergh,0,0,Brad Pitt,11000,Julia Roberts,8000,Mini Anden,350,19359,0,284852,198,627,6.4,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1
2009,The Taking of Pelham 1 2 3 ,R,Action|Crime|Thriller,hijack|hostage|ransom|subway|train,106,English,USA,Color,2.35,100000000,65452312,Tony Scott,12000,0,Denzel Washington,18000,Ramon Rodriguez,464,Michael Rispoli,385,19906,1,149998,267,285,6.4,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1
1997,Air Force One ,R,Action|Adventure|Drama|Thriller,ex soldier|hijacker|hostage|president|terrorist,124,English,USA,Color,2.35,85000000,172620724,Wolfgang Petersen,249,0,Harrison Ford,11000,Gary Oldman,10000,Dean Stockwell,936,23603,1,146134,142,393,6.4,http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1
2005,The Longest Yard ,PG-13,Comedy|Crime|Sport,coach|convict|football|prison|warden,113,English,USA,Color,2.35,82000000,158115031,Peter Segal,88,0,Adam Sandler,11000,Steve Reevis,437,Dalip Singh,421,13693,11,130070,134,316,6.4,http://www.imdb.com/title/tt0398165/?ref_=fn_tt_tt_1
1998,Star Trek: Insurrection ,PG,Action|Adventure|Sci-Fi|Thriller,alien|captain|commander|conspiracy|planet,103,English,USA,Color,2.35,58000000,70117571,Jonathan Frakes,906,1000,LeVar Burton,1000,Jonathan Frakes,906,Michael Dorn,748,6207,0,56741,160,515,6.4,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1
2012,Underworld: Awakening ,R,Action|Fantasy|Horror,battle|cryogenics|detective|scientist|vampire,88,English,USA,Color,2.35,70000000,62321039,Måns Mårlind,24,24000,Theo James,5000,Stephen Rea,327,Sandrine Holt,324,5861,1,117096,242,271,6.4,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1
2002,The Sum of All Fears ,PG-13,Action|Drama|Thriller,analyst|cia|nuclear bomb|nuclear weapons|russia,124,English,USA,Color,2.35,68000000,118471320,Phil Alden Robinson,31,0,Morgan Freeman,11000,Bruce McGill,655,Philip Baker Hall,497,12556,0,86504,176,568,6.4,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1
2015,Ted 2 ,R,Comedy,baby|f word|fight|lawyer|marriage,125,English,USA,Color,2.35,68000000,81257500,Seth MacFarlane,3000,30000,Liam Neeson,14000,Morgan Freeman,11000,Seth MacFarlane,3000,30010,0,117739,280,229,6.4,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1
2000,Space Cowboys ,PG-13,Action|Adventure|Thriller,nasa|old age|satellite|space|space shuttle,130,English,USA, Black and White,2.35,65000000,90454043,Clint Eastwood,16000,0,Clint Eastwood,16000,Courtney B. Vance,495,William Devane,416,17771,1,60165,169,326,6.4,http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1
1993,Cliffhanger ,R,Action|Adventure|Thriller,money|mountain|rocky mountains|snow|suitcase,124,English,USA,Color,2.35,70000000,84049211,Renny Harlin,212,0,Sylvester Stallone,13000,Leon,730,Janine Turner,369,15229,1,96096,74,172,6.4,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1
2012,The Dictator ,R,Comedy|Romance,dictator|hotel|oil|overalls|sunglasses,99,English,USA,Color,2.35,65000000,59617068,Larry Charles,119,59000,Sayed Badreya,600,Aasif Mandvi,346,Horatio Sanz,174,1375,0,213863,313,310,6.4,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1
2008,Death Race ,R,Action|Sci-Fi|Thriller,armored car|car|murder|prison|warden,111,English,USA,Color,2.35,45000000,36064910,Paul W.S. Anderson,545,0,Jason Statham,26000,Max Ryan,872,Joan Allen,805,28643,4,166610,230,211,6.4,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1
2015,The Scorch Trials ,PG-13,Action|Sci-Fi|Thriller,desert|disease|escape|resistance|virus,132,English,USA,Color,2.35,61000000,81687587,Wes Ball,47,24000,Ki Hong Lee,988,Lili Taylor,960,Rosa Salazar,240,2517,0,138246,249,360,6.4,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1
2002,Star Trek: Nemesis ,PG-13,Action|Adventure|Sci-Fi|Thriller,earth|federation|romulan|slave|space,116,English,USA,Color,2.35,60000000,43119879,Stuart Baird,53,0,Tom Hardy,27000,LeVar Burton,1000,Jonathan Frakes,906,31224,0,58450,172,842,6.4,http://www.imdb.com/title/tt0253754/?ref_=fn_tt_tt_1
2015,Goosebumps ,PG,Adventure|Comedy|Family|Fantasy|Horror,based on book|blob|ferris wheel|manuscript|monster,103,English,USA,Color,2.35,58000000,80021740,Rob Letterman,11,35000,Odeya Rush,2000,Dylan Minnette,1000,Ken Marino,543,5497,4,47968,218,154,6.4,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1
1996,DragonHeart ,PG-13,Action|Adventure|Fantasy,dragon|england|human dragon relationship|king|knight,103,English,USA,Color,2.35,57000000,51317350,Rob Cohen,357,0,Dennis Quaid,2000,Brian Thompson,663,Terry O'Neill,40,2710,0,78343,60,139,6.4,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1
1996,Executive Decision ,R,Action|Adventure|Thriller,bomb|hostage|military|plane|terrorist,133,English,USA,Color,2.35,55000000,68750000,Stuart Baird,53,0,Oliver Platt,1000,Joe Morton,780,J.T. Walsh,263,2916,0,40858,60,144,6.4,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1
1992,Alien 3 ,R,Action|Horror|Sci-Fi,alien|crash|planet|prison|survivor,145,English,USA,Color,2.35,50000000,55473600,David Fincher,21000,0,Charles S. Dutton,534,Holt McCallany,273,Paul McGann,243,1543,0,207686,210,776,6.4,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1
2010,Burlesque ,PG-13,Drama|Music|Musical|Romance,burlesque|dancer|iowa|small town girl|stage,119,English,USA,Color,2.35,55000000,39440655,Steve Antin,59,19000,Eric Dane,2000,Peter Gallagher,828,David Walton,676,4315,1,61680,197,222,6.4,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1
2011,The Change-Up ,R,Comedy|Fantasy,best friend|fountain|law firm|lawyer|sex,118,English,USA,Color,2.35,52000000,37035845,David Dobkin,71,13000,Ryan Reynolds,16000,Olivia Wilde,10000,Mircea Monroe,634,28045,2,136680,215,149,6.4,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1
2009,Ninja Assassin ,R,Action|Crime|Thriller,critically bashed|kung fu|martial artist|martial arts|ninja,99,English,USA,Color,2.35,40000000,38105077,James McTeigue,160,0,Shô Kosugi,330,Ben Miles,119,Rain,72,701,0,58349,235,194,6.4,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1
2002,Blood Work ,R,Action|Crime|Drama|Mystery|Thriller,boat|heart transplant|murder|serial killer|sister,110,English,USA,Color,2.35,50000000,26199517,Clint Eastwood,16000,705,Clint Eastwood,16000,Anjelica Huston,1000,Rick Hoffman,581,18635,1,34356,146,260,6.4,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1
